activityID,personSubjID,personObjID,action,details,placeID
282,7161.0,,escaped,imprisonment but also managed to flee to France.,361
283,5224.0,,stipulated,", special commissar in charge of allocating protective custody prisoners to individual detention sites.",833
284,693.0,,were,"former Cologne police chief Otto Bauknecht, city councilors Dr. Ernst Fresdorf and Johannes Meerfeld, editor of the Rheinische Zeitung Hugo Efferoth, and Member of the Reichstag (MdR) Wilhelm Sollmann.",833
285,3867.0,,were,"former Cologne police chief Otto Bauknecht, city councilors Dr. Ernst Fresdorf and Johannes Meerfeld, editor of the Rheinische Zeitung Hugo Efferoth, and Member of the Reichstag (MdR) Wilhelm Sollmann.",833
286,9554.0,,were,"former Cologne police chief Otto Bauknecht, city councilors Dr. Ernst Fresdorf and Johannes Meerfeld, editor of the Rheinische Zeitung Hugo Efferoth, and Member of the Reichstag (MdR) Wilhelm Sollmann.",833
287,3060.0,,were,"former Cologne police chief Otto Bauknecht, city councilors Dr. Ernst Fresdorf and Johannes Meerfeld, editor of the Rheinische Zeitung Hugo Efferoth, and Member of the Reichstag (MdR) Wilhelm Sollmann.",833
288,13899.0,,were,"former Cologne police chief Otto Bauknecht, city councilors Dr. Ernst Fresdorf and Johannes Meerfeld, editor of the Rheinische Zeitung Hugo Efferoth, and Member of the Reichstag (MdR) Wilhelm Sollmann.",833
289,13007.0,,detained,on the basis of usually groundless accusations of corruption.,833
290,5224.0,,decreed,that auxiliaries from the ranks of the so-called national associations would reinforce the regular police.,411
291,8365.0,,announced,that he was considering closing the Missler concentration camp and interning the prisoners at another location.,411
292,,8725.0,included,The Leipzig detainees,419
293,,10199.0,included,The Leipzig detainees,419
294,,5662.0,included,The Leipzig detainees,419
295,3240.0,,replaced,in the middle of August 1933 by an SS detachment under the command of SS-Wachtruppenführer Edgar Entsberger.,430
296,7724.0,,wrote,"the former prisoner Walter Kramer, whose memoir is one of the most important witness testimonies on the camp.",430
297,15981.0,,were,"no match for the infamous SS-Wachtruppenführer Edgar Entsberger, who was notorious for his brutality.",430
298,3427.0,,were,"no match for the infamous SS-Wachtruppenführer Edgar Entsberger, who was notorious for his brutality.",430
299,3240.0,,were,"no match for the infamous SS-Wachtruppenführer Edgar Entsberger, who was notorious for his brutality.",430
300,3118.0,,was,in command of Lichtenburg between May 29 and July 1934.,430
301,5827.0,,transferred,"control of all civilian camps to the SS; at the same time, he took control of Lichtenburg from the Merseburg district president.",430
302,12970.0,,were,"five SS commandants of the men’s camp between May 1934 and its dissolution in August 1937 (Eicke, Bernhard Schmidt, Otto Reich, Hermann Baranowski, Hans Helwig) and at least five camp directors.",430
303,11847.0,,were,"five SS commandants of the men’s camp between May 1934 and its dissolution in August 1937 (Eicke, Bernhard Schmidt, Otto Reich, Hermann Baranowski, Hans Helwig) and at least five camp directors.",430
304,570.0,,were,"five SS commandants of the men’s camp between May 1934 and its dissolution in August 1937 (Eicke, Bernhard Schmidt, Otto Reich, Hermann Baranowski, Hans Helwig) and at least five camp directors.",430
305,5632.0,,were,"five SS commandants of the men’s camp between May 1934 and its dissolution in August 1937 (Eicke, Bernhard Schmidt, Otto Reich, Hermann Baranowski, Hans Helwig) and at least five camp directors.",430
306,14689.0,,were,"Günther Tamaschke, until February 1938; Alex Piorkowski, until September 1938; and Max Koegel, until its dissolution in May 1939.",430
307,7376.0,,were,"Günther Tamaschke, until February 1938; Alex Piorkowski, until September 1938; and Max Koegel, until its dissolution in May 1939.",430
308,7841.0,,differentiated,"in the camp,” according to the Jewish prisoner Ernesto Kroch, who arrived at the Lichtenburg concentration camp in 1936.",430
309,,7210.0,release,Photograph and,430
310,3240.0,,sentenced,to five years’ prison in February 1936 for homicide and five counts of physical abuse; the historian Johannes Tuchel suspects that his conviction had something to do with Entsberger’s questioning of Hitler’s authority.,430
311,15073.0,,suspects,that his conviction had something to do with Entsberger’s questioning of Hitler’s authority.,430
312,13039.0,,sentenced,to death.,430
313,13296.0,,sentenced,to death.,430
314,16609.0,,sentenced,in 1955 to life imprisonment but was released early.,430
315,11933.0,,sentenced,in 1966 to two years’ prison for crimes committed in Esterwegen and Lichtenburg.,430
316,14364.0,,made,clear that the prisoners were beaten bloody during their ordeal.,448
317,10675.0,,exemplified,"the National Socialist term “Old Fighter.” On March 1, 1933, the official Nazi newspaper, Völkischer Beobachter (VB), celebrated his thirteenth anniversary as a party member.",486
318,5865.0,,participated,in right-wing politics immediately following the war.,486
319,8928.0,,described,"in his diary the superintendent’s joy in tormenting Jewish prisoners: “Now that he has been made prison superintendent, he thinks himself Lord God Almighty.",486
320,815.0,,was,"Communist Reichstag deputy Hans Beimler, held at Ettstrasse from April 11 to 25, before transfer to Dachau.",486
321,4328.0,,sparked,an exchange between the Austrian and German press.,486
322,816.0,,,"Arrested on April 21, Centa Beimler-Herker was held at Ettstrasse for two days before being dispatched to Stadelheim, where she remained for three years.",486
323,8927.0,,detained,"at Ettstrasse from May 19 to June 30, 1933.",486
324,15047.0,,were,"politically moderate or apolitical journalists who were arrested, along with their colleagues, in March 1933.",486
325,8928.0,,held,"at Ettstrasse until July 24, when he joined the journalists, editors, and publishers who had already been dispatched to Stadelheim.",486
326,,4328.0,bring,International pressure did not,486
327,815.0,,moved,to Stadelheim in the spring of 1933.,834
328,8928.0,,allowed,"to work, except for making “paper bags” in their cells.",834
329,201.0,,removed,"books offensive to the new regime, including the Old Testament.",834
330,15047.0,,were,"Lorant, the editor   of the Münchner Illustrierte Zeitung (MIZ), Walter Tschuppik, the anti-Nazi editor of the Süddeutsche Sonntagspost (SüdS), and Dr. Fritz Gerlich, who published articles for various Catholic papers.",834
331,4328.0,,were,"Lorant, the editor   of the Münchner Illustrierte Zeitung (MIZ), Walter Tschuppik, the anti-Nazi editor of the Süddeutsche Sonntagspost (SüdS), and Dr. Fritz Gerlich, who published articles for various Catholic papers.",834
332,12869.0,,demonstrated,the role that chance played in protective custody.,834
333,816.0,,,"To these non-Communist prisoners should be added four Communists not mentioned by Tschuppik—Centa Beimler-Herker, Dora Dressel, Maria Götz, and Emma Stenzer.",834
334,,2825.0,added,To these non-Communist prisoners should be,834
335,,5237.0,added,To these non-Communist prisoners should be,834
336,,14188.0,added,To these non-Communist prisoners should be,834
337,816.0,,,Centa Beimler-Herker was the focus of international attention during her three years at Stadelheim.,834
338,815.0,,fled,Dachau in May 1933 and became the first concentration camp escapee.,834
339,14189.0,,staged,"a hunger strike with other prisoners in order to agitate for his wife’s, Emma Stenzer’s, release.",834
340,14188.0,,staged,"a hunger strike with other prisoners in order to agitate for his wife’s, Emma Stenzer’s, release.",834
341,12564.0,,murdered,at Stadelheim.,834
342,7366.0,,protested,"Stadelheim’s use as a killing site, the SS put him on the telephone with Nazi Party secretary Rudolf Hess.",834
343,5758.0,,put,him on the telephone with Nazi Party secretary Rudolf Hess.,834
344,3118.0,,shot,"Röhm in his cell on July 1, after the former SA chief refused Hitler’s offer of committing suicide.",834
345,7059.0,,treated,the prisoners with great consideration.,834
346,3900.0,,assured,of the Ministry of Interior and the Ministry of Education.,524
347,12720.0,,was,Fritz Sauckel.,524
348,5198.0,,interned,"here: Fritz Gäbler, Richard Eyermann, Rudolf Arnold, Erich Scharf, and Leander Kröber.",524
349,3335.0,,interned,"here: Fritz Gäbler, Richard Eyermann, Rudolf Arnold, Erich Scharf, and Leander Kröber.",524
350,349.0,,interned,"here: Fritz Gäbler, Richard Eyermann, Rudolf Arnold, Erich Scharf, and Leander Kröber.",524
351,12784.0,,interned,"here: Fritz Gäbler, Richard Eyermann, Rudolf Arnold, Erich Scharf, and Leander Kröber.",524
352,7915.0,,interned,"here: Fritz Gäbler, Richard Eyermann, Rudolf Arnold, Erich Scharf, and Leander Kröber.",524
353,3335.0,,were,"the two members of the state parliament, Richard Eyermann (Bad Salzungen) and Leander Kröber (Meuselwitz), who received the prisoner numbers 23 and 24 in Bad Sulza.",524
354,7915.0,,were,"the two members of the state parliament, Richard Eyermann (Bad Salzungen) and Leander Kröber (Meuselwitz), who received the prisoner numbers 23 and 24 in Bad Sulza.",524
355,5224.0,,decreed,that auxiliaries from the ranks of the so-called national associations would reinforce the regular police.,539
356,8365.0,,announced,that he was considering closing the Missler concentration camp and interning the prisoners at another location.,539
357,11503.0,,was,the first camp elder and simultaneously elder for room one.,539
358,7474.0,,was,"Communist Party member Dalmatius Konietzny, whom the SA murdered in the course of interrogation.",541
359,3037.0,,received,"life sentences, and the remainder were sentenced to various lengths of confinement in penitentiaries or prisons.",541
360,13195.0,,,"Only a few days after the establishment of the camp, SA-Standartenführer Werner Schulze-Wechsungen transferred control of the camp to the Potsdam district president.",547
361,13295.0,,compiled,"an apologetic “Anti-Brown Book” (Anti-Braunbuch), in which he characterized allegations about the Oranienburg concentration camp as “atrocious propaganda.” Repeatedly he invited German and foreign journalists to tour the camp.",547
362,3022.0,,held,"in Oranienburg, including the son of the former Reich president, Friedrich Ebert; the director of the Reich Broadcasting Association (Reichs-Rundfunk-Gesellschaft), Dr. Kurt Magnus; the chairman of the Prussian SPD parliamentary group, Ernst Heilmann; the editor in chief of the official KPD organ Rote Fahne, Werner Hirsch; the pacifist writers Kurt Hiller and Armin T. Wegner; and SPD Member of Parliament Gerhart Seger.",547
363,9132.0,,held,"in Oranienburg, including the son of the former Reich president, Friedrich Ebert; the director of the Reich Broadcasting Association (Reichs-Rundfunk-Gesellschaft), Dr. Kurt Magnus; the chairman of the Prussian SPD parliamentary group, Ernst Heilmann; the editor in chief of the official KPD organ Rote Fahne, Werner Hirsch; the pacifist writers Kurt Hiller and Armin T. Wegner; and SPD Member of Parliament Gerhart Seger.",547
364,5556.0,,held,"in Oranienburg, including the son of the former Reich president, Friedrich Ebert; the director of the Reich Broadcasting Association (Reichs-Rundfunk-Gesellschaft), Dr. Kurt Magnus; the chairman of the Prussian SPD parliamentary group, Ernst Heilmann; the editor in chief of the official KPD organ Rote Fahne, Werner Hirsch; the pacifist writers Kurt Hiller and Armin T. Wegner; and SPD Member of Parliament Gerhart Seger.",547
